1, true, true, false, false, 
2, true, true, true, false, 
3, false, false, false, false, 
4, false, false, false, false, 
5, true, true, true, false, 
6, false, false, false, false, 
7, false, false, false, false, 
8, true, true, false, false, 
9, true, true, true, false, 
10, true, false, true, false, 
11, false, false, false, false, 
12, false, false, false, false, 
13, false, false, false, false, 
14, true, false, true, false, 
15, true, false, true, false, 
16, true, true, false, false, 
17, true, false, true, false, 
18, true, false, true, false, 
19, true, false, true, false, 
20, true, false, true, false, 
21, true, false, true, false, 
22, true, true, false, false, 
23, true, false, true, false, 
24, true, false, true, false, 
25, true, true, true, false, 
26, true, false, true, false, 
27, false, false, false, false, 
28, false, false, false, false, 
29, true, true, false, false, 
30, true, false, true, false, 
31, true, false, false, true, コードクローンの情報をコメントに追加？
32, true, false, true, false, 
33, true, false, true, false, 
34, true, true, true, false, 
35, true, false, true, true, コメントにクローン情報を記載
36, true, true, true, false, 
37, true, true, false, false, 
38, true, true, true, false, 
39, true, true, false, false, 
40, true, false, true, true, コメントにクローン情報を記載
41, true, false, true, true, コメントにクローン情報を記載
42, true, false, false, true, コメントにクローン情報を記載
43, true, true, false, false, 
44, true, false, true, true, コメントにクローン情報を書く
45, true, true, false, false, 
46, true, true, true, false, 
47, true, true, false, false, 
48, true, true, true, false, 
49, true, true, false, false, 
50, true, false, true, false, 
51, true, true, true, false, 
52, true, false, true, true, コメントにクローン情報を書く
53, false, false, false, true, 
54, true, true, false, false, 
55, true, true, false, false, 
56, true, false, false, true, コメントにクローン情報を書く
57, true, true, false, false, 
58, true, false, true, true, コメントにクローン情報を書く
59, true, false, true, false, 
60, true, false, true, true, コメントにクローン情報を書く
61, true, false, true, false, 
62, true, false, false, true, コメントにクローン情報を書く
63, true, false, false, true, コメントにクローン情報を書く
64, false, false, false, false, 
65, true, false, false, true, コメントにクローン情報を書く
66, true, false, true, true, コメントにクローン情報を書く
67, true, false, true, true, コメントにクローン情報を書く
68, true, true, true, false, 
69, true, true, false, false, 
70, true, true, true, false, 
71, true, false, true, true, コメントにクローン情報を書く
72, true, false, true, true, コメントにクローン情報を書く
73, true, false, true, true, コメントにクローン情報を書く
74, true, false, true, false, 
75, true, false, true, true, コメントにクローン情報を書く
76, true, false, true, false, 
77, true, true, false, false, 
78, true, false, true, false, 
79, true, true, false, false, 
80, true, false, true, false, 
81, true, true, true, false, 
82, true, true, true, false, 
83, true, true, true, false, 
84, true, true, false, false, 
85, true, false, true, false, 
86, true, false, false, true, コメントにクローン情報を書く
87, true, false, true, true, コメントにクローン情報を書く
88, true, true, false, false, 
89, true, true, false, false, 
90, true, true, true, false, 
91, true, false, false, true, コメントにクローン情報を書く
92, true, false, false, true, コメントにクローン情報を書く
93, true, false, false, true, コメントにクローン情報を書く
94, false, false, false, false, 
95, false, false, false, false, 
96, false, false, false, false, 
97, false, false, false, false, 
98, false, false, false, false, 
99, false, false, false, false, 
100, false, false, false, false, 
101, false, false, false, false, 
102, true, true, true, false, 
103, false, false, false, false, 
104, false, false, false, false, 
105, false, false, false, false, 
106, false, false, false, false, 
107, true, false, true, false, 
108, false, false, false, false, 
109, false, false, false, false, 
110, false, false, false, false, 
111, false, false, false, false, 
112, false, false, false, false, 
113, false, false, false, false, 
114, false, false, false, false, 
115, false, false, false, false, 
116, false, false, false, false, 
117, false, false, false, false, 
118, false, false, false, false, 
119, false, false, false, false, 
120, true, false, true, false, 
121, true, true, false, false, 
122, false, false, false, false, 
123, true, true, true, false, 
124, true, true, true, false, 
125, true, false, true, false, 
126, true, false, true, false, 
127, true, false, false, true, コメントにクローン情報を書く
128, false, false, false, false, 
129, true, false, true, true, コメントにクローン情報を書く
130, true, false, true, false, 
131, true, false, false, true, コメントにクローン情報を書く
132, true, true, true, false, 
133, true, true, true, false, 
134, true, false, true, false, 
135, true, true, false, false, 
136, true, true, false, false, 
137, true, true, true, false, 
138, true, false, true, false, 
139, true, false, true, true, コメントにクローン情報を書く
140, true, true, false, false, 
141, false, false, false, false, 
142, true, true, true, false, 
143, true, false, true, false, 
144, true, true, true, false, 
145, true, true, false, false, 
146, true, false, true, false, 
147, true, false, false, true, コメントにクローン情報を書く
148, true, false, true, false, 
149, true, false, true, false, 
150, true, true, false, false, 
151, true, true, false, false, 
152, true, false, true, false, 
153, true, true, false, false, 
154, true, true, false, false, 
155, true, true, true, false, 
156, true, true, true, false, 
157, true, true, true, false, 
158, true, false, false, true, コメントにクローン情報を書く
159, false, false, false, false, 
160, false, false, false, false, 
161, false, false, false, false, 
162, true, true, false, false, 
163, false, false, false, false, 
164, true, false, true, false, 
165, false, false, false, false, 
