1, true, false, true, false, ,1, true, false, true, false,1,0,0
2, true, true, true, false, ,2, false, false, false, false,0,,
3, false, false, false, false, ,3, false, false, false, false,0,,
4, false, false, false, false, ,4, false, false, false, false,0,,
5, true, false, true, false, ,5, false, false, false, false,0,,
6, false, false, false, false, ,6, false, false, false, false,0,,
7, false, false, false, false, ,7, false, false, false, false,0,,
8, true, true, true, false, ,8, true, false, true, false,1,0,0
9, true, false, true, false, ,9, true, false, true, false,1,0,0
10, true, false, true, false, ,10, false, false, false, false,0,,
11, false, false, false, false, ,11, false, false, false, false,0,,
12, false, false, false, false, ,12, false, false, false, false,0,,
13, false, false, false, false, ,13, false, false, false, false,0,,
14, true, true, true, false, ,14, true, true, false, false,1,0,0
15, true, false, true, false, ,15, false, false, false, false,0,,
16, true, true, true, false, ,16, false, false, false, false,0,,
17, true, false, true, false, ,17, true, true, false, false,1,0,0
18, true, true, true, false, ,18, true, true, false, false,1,0,0
19, true, false, true, false, ,19, true, true, false, false,1,0,0
20, true, false, true, false, ,20, false, false, false, false,0,,
21, true, false, true, false, ,21, false, false, false, false,0,,
22, true, true, true, false, ,22, true, true, false, false,1,0,0
23, true, false, true, false, ,23, true, false, true, false,1,0,0
24, true, false, true, false, ,24, true, false, true, false,1,0,0
25, true, false, true, false, ,25, false, false, false, false,0,,
26, true, true, false, false, ,26, true, false, true, false,1,0,0
27, true, false, true, false, ,27, false, false, false, false,0,,
28, true, false, true, false, ,28, false, false, false, false,0,,
29, true, false, true, false, ,29, false, false, false, false,0,,
30, true, true, true, false, ,30, false, false, false, false,0,,
31, false, false, false, false, ,31, false, false, false, false,0,,
32, true, false, true, false, ,32, false, false, false, false,0,,
33, true, false, true, false, ,33, false, false, false, false,0,,
34, true, true, true, false, ,34, true, true, false, false,1,1,1
35, true, false, true, false, ,35, false, false, false, false,0,,
36, true, false, true, false, ,36, false, false, false, false,0,,
37, true, true, true, false, ,37, true, false, true, false,1,1,1
38, true, false, true, false, ,38, true, false, true, false,1,1,1
39, true, false, true, false, ,39, false, false, false, false,0,,
40, false, false, false, false, ,40, true, false, true, false,0,,
41, true, false, true, false, ,41, false, false, false, false,0,,
42, true, false, true, false, ,42, false, false, false, false,0,,
43, true, true, true, false, ,43, true, true, false, false,1,1,1
44, false, false, false, false, ,44, false, false, false, false,0,,
45, true, true, true, false, ,45, true, false, true, false,1,1,1
46, true, false, true, false, ,46, false, false, false, false,0,,
47, true, true, true, false, ,47, true, false, true, false,1,1,1
48, true, false, true, false, ,48, false, false, false, false,0,,
49, true, false, true, false, ,49, true, false, true, false,1,1,1
50, true, false, true, false, ,50, false, false, false, false,0,,
51, true, true, true, false, ,51, true, false, true, false,1,1,1
52, true, false, true, false, ,52, false, false, false, false,0,,
53, true, false, true, false, ,53, false, false, false, false,0,,
54, true, true, true, false, ,54, true, true, false, false,1,1,1
55, true, true, true, false, ,55, true, true, false, false,1,1,1
56, true, false, true, false, ,56, true, false, true, false,1,1,1
57, true, false, true, false, ,57, true, true, false, false,1,1,1
58, true, false, true, false, ,58, true, true, false, false,1,1,1
59, true, true, true, false, ,59, true, true, true, false,1,1,1
